id	filename	md5	size	state
01704ef9-6d8d-40f6-8f5d-b8112b9fabe8	TCGA-AA-A00U-01A-02-BS2.a429971c-5176-484f-aa1b-d520ba919ebb.svs	0bed2bb30907d39648640581634803dc	123294913	validated
27353e10-986f-409e-b60e-8eed3f6be054	TCGA-AA-3713-11A-01-TS1.bdfd32d4-af93-49e9-add0-678cf5432eae.svs	21a1a32b2b1ec29a8fb0ad69269fa122	84917093	validated
282432e6-f529-4f62-b91e-02727a85176f	TCGA-AG-3893-01A-01-BS1.62c4e730-3ce4-40d9-9407-1caef8c0a16f.svs	7d8ecdde83484d812c51fd6c8fef91fc	122000825	validated
54a39a7b-7b11-42a3-ab8e-058c525ee5a0	TCGA-AA-A03J-11A-01-BS1.b4e0ae15-77a4-4834-9788-af6c8ab01d90.svs	d0399fe5cb1119ef7a845781c52f5ba6	59660870	validated
580ed769-b457-45ea-b3d0-277ba83c1242	TCGA-EI-6509-01A-01-TS1.fcb48006-1e35-4d80-b2ec-5db05abf5d0d.svs	0e4225203977f8816d978b234e3f4c62	62514071	validated
6c663d46-4b90-4cf3-9e7c-fa74dab8e44b	TCGA-EI-6511-01A-01-TS1.3fc5be6a-802f-4805-af1a-05c05316c2c0.svs	13e1d7e21dfbf72644d4f37c8369597d	75845587	validated
7310a3db-178a-4bce-a1ec-75d36af976c2	TCGA-AA-3502-01A-01-TS1.2752e7b4-8259-4e22-9078-f655cc80dbbc.svs	9deaa074451534ce3d8ac72c13271042	55587511	validated
81d5e482-6598-426d-8f30-aca8bcdd06d6	TCGA-G4-6294-01A-01-TS1.6c572968-26ba-4cec-ad50-5128edc91b05.svs	dd6a7b1efb6fce47151b7b85258b4d76	100212965	validated
8ba2218d-5174-4442-b91c-8a182afe3e20	TCGA-CM-5860-01A-01-TS1.39cc1fc6-3aed-4b59-9a61-24e120a175d8.svs	5d0a022ce0a7e89831fd096429953c8a	145817615	validated
ca04ae32-673b-4810-838c-f8761e53df79	TCGA-A6-5659-01B-03-BS3.D77C3B01-5D98-43AE-AA4C-FB1C3C5EA0A8.svs	401080156f6b0e65db318d86a345da3c	54641995	validated
dba23702-ecc6-420f-ac80-887468af8554	TCGA-CM-6169-01A-01-TS1.efa5b8bd-be91-4a33-bdf5-07ef5a9c1040.svs	67ecdcabfd0636d0595845576fb75c68	107038143	validated
